zip,census_tract,approval,loan_amount,property_value,income,tract_minority_population_percent,income_level,dti_level,derived_race,num_below_p50,ec_zip,nbhd_ec_zip,exposure_grp_mem_zip,nbhd_exposure_zip,clustering_zip,volunteering_rate_zip,civic_organizations_zip
94117,06075015700,0.8997416524575946,849516.7545234641,1776934.2496541764,305.6851650138366,37.873125,upper,30,White,1407.157455444336,1.5801001,1.92339,1.60262,1.89828,0.077950001,0.11482,0.0069300001
94123,06075012601,0.9091929084347826,1422563.2515437333,3099792.894263031,777.5836327409525,23.230909090909094,upper,30,White,265.3968369960785,1.61054,1.8935699,1.6372499000000003,1.8969999999999998,0.08787000200000002,0.060989998000000004,0.009399999899999999
94124,06075010500,0.84404992940054,558594.519531866,1084247.9257474658,185.90429215885104,83.97266666666665,moderate,50,Asian,7094.710216581821,1.1970899999999998,0.3700200000000001,1.14138,0.40826999999999997,0.08376999900000001,0.04998000000000001,0.011940000000000003
94134,06075025600,0.8407162820283007,509104.5650197407,1081897.838644796,174.758548934821,89.21249999999999,moderate,50,Asian,5479.154731750488,1.0987,1.2609299,1.41334,1.48278,0.09144,0.067039996,0.0080500003
94303,06081611800,0.8577874335792588,866247.2078607854,2041280.4351684425,295.82861486584414,62.44416666666666,upper,30,Asian,7037.174012124538,1.0262200000000001,1.19594,1.46415,1.4750000000000003,0.084770001,0.042879999,0.015440000000000002
94305,06085511500,0.6060445387062566,934591.3750441852,2220367.2675857195,345.5788971367974,45.99,upper,30,Asian,203.85492622852334,1.7079099,1.86578,1.6996598999999997,1.85165,0.09759999800000001,0.091710001,0.036040001
94401,06081605400,0.8930931998073081,737395.9623985504,1623151.211926215,258.92936091796616,57.820909090909076,middle,30,White,3493.783205986023,1.13894,1.4387799999999997,1.57855,1.66177,0.087080002,0.05245999999999999,0.0069300001
94501,06001427100,0.903713102315452,589062.2580396485,1190290.955077424,204.61195448146955,55.256428571428565,middle,30,White,5614.642562866211,1.1856799999999998,1.6650600000000002,1.3737999999999997,1.7272999999999998,0.08316999699999997,0.11429,0.016229999999999998
94503,06055201003,0.8489825052663056,427842.3224925388,737153.5925637878,150.7275874006996,67.56500000000001,middle,50,White,1079.025665283203,0.90151,1.13596,1.17115,1.20498,0.10007999999999999,0.045680001,0.0122
94505,06001451101,0.8643554046515263,514303.0744008363,953001.8328618187,201.63634078861259,31.826,moderate,50,White,399.137256860733,1.24375,1.4245501,1.34146,1.44731,0.084940001,0.05689999799999999,0.007209999999999999
94509,06013305000,0.8584884174414593,350451.0747630311,541595.8333704392,110.82200080519705,65.16375,moderate,50,White,7177.892595291138,0.87120998,0.46847001,0.89837003,0.53223997,0.084469996,0.02808,0.01429
94510,06095250502,0.8857656772141682,391493.19487326924,715187.3951580841,154.1019343755704,47.86999999999999,upper,50,White,1513.556159712374,1.16675,1.4191,1.33662,1.4342000000000001,0.095420003,0.08121000199999999,0.020740001
94513,06013301000,0.8701863848635409,498145.1385069721,865911.0913852227,174.83119108180037,47.30733333333333,middle,50,White,2487.460979729891,1.0730199999999999,1.21565,1.29817,1.3972300000000002,0.08815000199999998,0.053309999,0.012610000000000003
94515,06055201500,0.8849234585350786,786104.1782009879,1712755.8603442195,655.5596367022272,32.10571428571429,upper,50,White,702.1838581562042,0.6945999899999998,0.6936600200000002,1.00741,0.9516400100000001,0.10373999999999997,0.05127999900000001,0.027879999999999995
94518,06013334001,0.8842193187254377,463734.9322832792,860382.0961052533,167.45406462782594,40.54666666666667,middle,30,White,1816.6198387146,0.91900003,0.8229,1.24906,1.42213,0.086659998,0.05711000000000001,0.0077499999
94519,06013328000,0.8633112674568286,416269.9545412885,700240.82621253,141.05283639818347,53.03166666666666,middle,50,White,1468.779354095459,0.98817998,1.18818,1.24217,1.40669,0.085940003,0.066710003,0.029909999999999996
94520,06013315000,0.8584951089384175,374492.3441275814,628425.9528834497,129.50426330466289,60.48714285714284,moderate,50,White,5985.181034103036,0.7358099799999999,0.5084099799999999,1.0810999999999997,0.9948899699999997,0.08775000300000001,0.04118,0.0098599996
94521,06013313204,0.8940410659861195,448476.9464226846,793044.8448342844,154.4398251444344,42.92307692307691,middle,50,White,2494.593445181847,1.0909800999999997,1.4295100000000003,1.32382,1.5214299999999998,0.089670002,0.06874000300000002,0.007430000199999998
94523,06013321102,0.8965036361756429,507795.68741772743,967281.9945005728,187.58660236728403,34.62583333333333,upper,30,White,1650.9584079384801,1.2042400000000002,1.57393,1.36158,1.64358,0.08394999800000001,0.07560999700000001,0.017469999999999996
94526,06013345105,0.9125374798578664,792671.712962354,1703306.845259653,289.58172985651424,22.453000000000003,upper,42,White,886.6372762918472,1.4589199999999998,1.79661,1.60446,1.7935200000000002,0.08743,0.07536,0.030499999999999992
94530,06013361000,0.8955878252804053,507796.9608069977,1036210.2449297331,176.26698061604458,54.84375,upper,30,White,1324.596175193787,1.09262,1.4202,1.32976,1.6135,0.08061,0.10852,0.0079800002
94531,06013302009,0.8678696200950673,405529.30121306644,636271.8529244128,132.6751432293224,67.19500000000001,middle,50,White,2521.338577270508,0.96842003,1.2179199,1.15364,1.22685,0.087590002,0.039030001,0.00181
94533,06095252313,0.8460702748585917,333185.4480735938,493637.0628889508,108.33674092309732,70.4121052631579,moderate,50,White,8894.501284122467,0.77796,0.64083999,0.9939100100000001,0.87799001,0.085040003,0.04075000100000001,0.01154
94534,06055201403,0.8723498132846957,449984.534538261,815752.4481749852,165.20762344343643,52.05,upper,50,White,1566.633306145668,1.0626099999999998,1.2841299999999998,1.2107500000000002,1.3190899999999999,0.087760001,0.054370001,0.0071200002
94536,06001441100,0.9201071868398457,633376.1771321824,1270849.9167897427,215.8758611327225,68.92,upper,30,Asian,4691.976909160614,1.27174,1.8559699999999997,1.4655400999999995,1.8604200000000006,0.09342999799999999,0.056359999,0.019120000000000005
94538,06001441503,0.9070042807796469,577652.6233816509,1117382.6726450138,197.73828139123265,74.20842105263156,middle,30,Asian,5279.14643907547,1.22224,1.8386,1.5039901,1.83576,0.09798999899999998,0.046659998999999994,0.008220000199999999
94541,06001431200,0.8737807650923305,462529.2421876641,1060338.328522431,152.1439477732582,76.65368421052632,moderate,50,Asian,8253.764017105103,0.82545,1.09525,1.28677,1.39632,0.086560003,0.036789998000000004,0.013350000000000002
94544,06001435104,0.8660519829546698,454159.43421900884,804758.763587687,143.036682971031,84.04499999999999,moderate,50,Asian,10860.129645705221,0.78385001,1.01398,1.27459,1.3289699999999995,0.08964999800000001,0.03226000100000001,0.004240000199999999
94545,06001436800,0.8866046449386427,449840.30896243727,814447.4305536338,138.96083328934407,84.89777777777778,moderate,50,Asian,2698.954147338867,0.99080002,1.62694,1.31301,1.58595,0.093379997,0.037799999,0.007340000000000001
